"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","name","artist","popularity"
"0.306","0.385","11","-19.495","1","0.0684","0.952","0.726","0.11","0.0395","140.373","378360","3","Turangalila-symphonie: I. Introduction","Olivier Messiaen","20"
"0.0938","0.116","8","-19.97","1","0.0385","0.96","0.868","0.12","0.0562","80.82","1197373","5","Symphony No. 1 in A Flat Major, Op. 55: 1. Andante. Nobilmente e semplice - Allegro","Edward Elgar","0"
"0.172","0.042","0","-26.26","1","0.0385","0.842","0.0214","0.605","0.179","82.724","311093","3","Romeo & Juliet: Act I, Scene XIII, Dance of the Knights","Sergei Prokofiev","19"
"0.0718","0.0512","3","-32.898","0","0.0402","0.896","0.147","0.162","0.0372","77.799","400320","5","Cantus arcticus, Op. 61, ""Concerto for Birds and Orchestra"": I. The Bog","Einojuhani Rautavaara","21"
"0.474","0.205","5","-18.179","1","0.0378","0.931","0.762","0.0761","0.191","126.588","506706","4","Symphony No.102 In B Flat Major, Hob.I:102: 1. Largo - Vivace","Franz Joseph Haydn","0"
"0.11","0.124","4","-19.495","0","0.0374","0.554","0.773","0.197","0.0331","93.035","1607333","4","Symphony No. 3, Op. 36: I. Lento - Sostenuto Tranquillo Ma Cantabile","Henryk Górecki","32"
"0.431","0.36","1","-14.192","0","0.0341","0.84","0.548","0.0926","0.171","178.445","374067","5","The Four Sections - IV. Full Orchestra","Steve Reich","22"
"0.143","0.0178","10","-29.009","1","0.0387","0.918","0.805","0.0915","0.0394","141.789","564933","1","Symphony in D Minor, M. 48: II. Allegretto","César Franck","22"
"0.343","0.133","7","-18.721","0","0.034","0.962","0.808","0.0988","0.191","96.891","529307","4","Symphony No. 3 in G Minor, Op. 36: I. Adagio - Allegro","Louise Farrenc","31"
"0.273","0.702","11","-12.429","0","0.281","0.626","0.884","0.18","0.0375","118.712","958533","4","Jonchaies","Iannis Xenakis","31"
"0.183","0.232","5","-18.721","1","0.0454","0.93","0.862","0.227","0.114","84.263","1102667","4","An American in Paris","George Gershwin","30"
"0.0807","0.0442","2","-21.081","1","0.0384","0.906","0.734","0.111","0.0343","172.911","527040","4","Sinfonia da Requiem, Op. 20: I. Lacrymosa","Benjamin Britten","18"
"0.435","0.258","0","-16.744","1","0.0439","0.857","0.83","0.301","0.2","132.167","721773","4","Symphony No. 41 in C Major, K. 551 - “Jupiter”: Symphony No. 41 in C Major, K. 551 - “Jupiter”: IV. Molto Allegro","Wolfgang Amadeus Mozart","20"
"0.26","0.368","0","-12.991","1","0.0335","0.817","0.841","0.106","0.191","108.351","448173","4","Symphony No.3 in C Minor, Op.78, R.176 - ""Organ Symphony"": 3. Maestoso - Allegro","Camille Saint-Saëns","0"
"0.247","0.0677","3","-19.563","1","0.0388","0.951","0.775","0.288","0.153","82.097","962067","3","Beethoven: Symphony No. 3 in E-Flat Major, Op. 55, 'Eroica': I. Allegro con brio","Ludwig van Beethoven","48"
"0.186","0.07","1","-23.465","1","0.0432","0.948","0.576","0.201","0.037","102.053","1893667","3","Symphony No. 3","Polish National Radio Symphony Orchestra","16"
"0.523","0.244","1","-16.461","1","0.0364","0.925","0.269","0.0984","0.691","132.097","223773","3","Water Music, Suite No. 2, HWV 349: Water Music, Suite No. 2, HWV 349: XII. [Alla Hornpipe]","George Frideric Handel","31"
"0.165","0.106","4","-17.802","0","0.0386","0.974","0.912","0.378","0.0692","73.911","776000","4","Symphony No.4 In E Minor, Op.98: 1. Allegro non troppo","Johannes Brahms","0"
"0.152","0.181","4","-12.103","1","0.0388","0.932","0.843","0.22","0.036","96.681","629160","4","Scheherazade, Op.35: The Sea and Sinbad's Ship","Nikolai Rimsky-Korsakov","0"
"0.182","0.0583","6","-26.442","1","0.0413","0.885","0.785","0.158","0.0426","78.942","704547","4","Symphony No. 8: I. Tempo giusto - Poco allegro, molto distinto","Per Nørgård","16"
"0.248","0.162","10","-18.968","1","0.038","0.925","0.785","0.0794","0.0775","124.654","1382387","4","Symphony No. 6 in A Minor, ""Tragic"": I. Allegro energico, ma non troppo. Heftig, aber markig","Gustav Mahler","17"
"0.063","0.14","11","-21.606","0","0.0438","0.814","0.841","0.181","0.0373","69.043","437587","4","Daphnis et Chloé, M. 57 - Ballet en 3 parties (complete) / Première partie: Introduction et danse religieuse","Maurice Ravel","0"
"0.23","0.139","3","-19.019","0","0.0382","0.827","0.872","0.0662","0.0547","111.069","431000","4","Sinfonietta: Andante con moto. Allegretto","Leoš Janáček","0"
"0.153","0.0748","9","-19.528","1","0.0368","0.802","0.825","0.122","0.0372","86.086","595466","4","Symphony No. 3: I. Molto moderato - with simple expression","Aaron Copland","16"
"0.24","0.261","8","-17.065","1","0.0394","0.918","0.883","0.12","0.0566","71.775","477000","4","Finlandia, Op.26","Jean Sibelius","0"
"0.161","0.0321","4","-23.733","1","0.0377","0.972","0.916","0.183","0.0358","70.426","266853","3","Peer Gynt, Act IV: Peer Gynt in Africa: Morning Mood (Prelude to Act IV)","Edvard Grieg","19"
"0.176","0.0104","4","-31.499","1","0.0389","0.869","0.0305","0.0702","0.0616","83.8","65000","3","Six Pieces For Orchestra, Op.6 - Original Version (1909): 1. Etwas bewegt","Anton Webern","0"
"0.124","0.0225","10","-27.959","0","0.0475","0.937","0.724","0.323","0.0291","79.48","541387","4","Adagio for Strings, Op. 11","Samuel Barber","19"
"0.228","0.268","1","-20.355","1","0.0658","0.368","0.446","0.325","0.0569","133.392","1512000","4","Amériques","Edgard Varèse","12"
"0.106","0.00108","0","-42.283","1","0.0392","0.66","0.174","0.125","0.0386","78.864","378720","4","The Unanswered Question","Charles Ives","20"
"0.245","0.248","2","-17.611","0","0.043","0.806","0.899","0.0797","0.0358","122.606","1043344","3","Harmonielehre: Part I","John Adams","20"
"0.277","0.242","7","-22.705","1","0.0646","0.759","0.743","0.695","0.117","140.695","135400","3","Symphony No. 3, Op. 18: Andante misterioso - Fantastico","Oliver Knussen","16"
"0.278","0.124","9","-22.234","1","0.0369","0.959","0.912","0.312","0.0349","62.422","198921","4","Métaboles: I. Incantatoire","Henri Dutilleux","16"
"0.198","0.296","0","-19.854","1","0.0425","0.76","0.911","0.372","0.0712","153.306","445280","5","The Planets - Suite for large orchestra, Op.32: I. Mars, the Bringer of War (Allegro)","Gustav Holst","24"
"0.186","0.0649","2","-22.33","1","0.0403","0.869","0.613","0.0832","0.0335","135.963","1050440","3","Symphonia: Sum Fluxae Pretium Spei: 2. Adagio tenebroso","Elliott Carter","0"
"0.204","0.0568","7","-23.832","1","0.042","0.952","0.809","0.0821","0.0385","99.485","564800","4","Symphony ""Mathis der Maler"": I. Engelkonzert (Angelic Concert)","Paul Hindemith","16"
"0.0899","0.108","10","-21.66","0","0.0389","0.867","0.914","0.171","0.0369","65.446","1374000","3","Promethée - Le Poème du Feu, Op.60","Alexander Scriabin","0"
"0.227","0.0692","5","-19.167","0","0.0485","0.887","0.7","0.0906","0.0648","182.603","441347","3","Egmont, Op. 84: Overture in F Minor","Ludwig van Beethoven","18"
"0.154","0.142","2","-18.992","1","0.0358","0.888","0.68","0.177","0.0312","90.503","1342267","4","Tevot","Thomas Adès","16"
"0.359","0.0321","0","-25.245","1","0.0424","0.963","0.752","0.105","0.3","147.458","616773","4","Symphony in C: Moderato alla breve","Igor Stravinsky","25"
"0.268","0.236","4","-17.54","0","0.0422","0.944","0.748","0.0875","0.0944","120.36","414040","1","Concerto for Orchestra (1994 Digital Remaster): I Intrada (Allegro maestoso)","Witold Lutosławski","15"
"0.23","0.0117","9","-22.623","1","0.0304","0.98","0.96","0.117","0.042","94.569","169933","4","Mussorgsky: Pictures at an Exhibition: No. 7, Bydlo","Modest Mussorgsky","21"
"0.16","0.202","1","-23.674","1","0.0482","0.279","0.865","0.0549","0.0377","132.215","999707","3","Du cristal","Kaija Saariaho","15"
"0.22","0.154","3","-19.076","0","0.0339","0.909","0.882","0.0768","0.0392","108.08","887067","4","Symphony No. 1 in B flat minor: Allegro Assai - Allegro Assai","William Walton","0"
"0.167","0.00578","8","-29.068","1","0.0481","0.969","0.0706","0.59","0.0349","96.886","385533","1","Symphony, Op. 21: I. Ruhig Schreitend","Anton Webern","15"
"0.588","0.237","4","-18.257","0","0.0373","0.94","0.941","0.334","0.54","78.723","133600","4","The Nutcracker, Op.71, TH.14 / Act 1: No. 2 March","Pyotr Ilyich Tchaikovsky","0"
"0.27","0.256","7","-18.895","1","0.068","0.86","0.151","0.374","0.174","83.154","707693","3","Sinfonia: III. In ruhig fliessender Bewegung","Luciano Berio","14"
"0.117","0.0566","1","-26.166","1","0.0426","0.911","0.943","0.12","0.0196","88.558","952360","4","Lontano","György Ligeti","19"
"0.0683","0.207","7","-21.828","1","0.0489","0.887","0.928","0.762","0.0379","58.339","607467","4","EXPO","Magnus Lindberg","15"
"0.109","0.179","1","-21.595","1","0.0455","0.84","0.81","0.105","0.0614","72.808","1092000","4","Symphony No. 10 in F Minor, Op. 30: Un poco sostenuto - Allegro tumultuoso...","Nikolai Myaskovsky","24"
"0.0932","0.075","1","-24.526","1","0.0354","0.928","0.621","0.0642","0.0355","85.673","1002200","4","Symphony No. 1: I. Presto","Peter Maxwell Davies","14"
"0.147","0.252","7","-18.408","1","0.0386","0.884","0.895","0.0973","0.139","81.088","317240","4","Elgar : Enigma Variations Op.36 : XV EDU [Finale]","Edward Elgar","11"
"0.318","0.122","0","-22.818","1","0.0634","0.881","0.0176","0.123","0.119","103.095","1340000","3","Gruppen für drei Orchester - Werk Nr. 6","Karlheinz Stockhausen","11"
"0.197","0.0685","11","-27.041","1","0.0445","0.967","0.785","0.184","0.0346","110.511","963000","4","Jeux, poème dansé, L.126","Claude Debussy","1"
"0.187","0.0734","4","-20.785","0","0.0399","0.853","0.818","0.106","0.0507","108.213","972560","4","Symphony No. 6 in A Major, WAB 106 (ed. L. Nowak): I. Maestoso","Anton Bruckner","16"
"0.115","0.301","0","-13.321","1","0.0449","0.637","0.935","0.154","0.0409","77.276","109667","4","Also sprach Zarathustra, Op.30, TrV 176: Prelude (Sonnenaufgang)","Richard Strauss","6"
"0.0864","0.0665","10","-26.515","0","0.0452","0.828","0.797","0.135","0.0387","77.88","3590693","3","Symphony No. 6","Allan Pettersson","16"
"0.105","0.231","7","-18.706","1","0.0516","0.673","0.0533","0.157","0.0348","91.192","589227","4","Symphony No.3 - ""Chant de la nuit"", Op.27: Largo...","Karol Szymanowski","11"
"0.119","0.0338","4","-30.965","1","0.0424","0.938","0.854","0.0806","0.0354","95.552","401500","4","Pines Of Rome, P. 141: 3. The Pines Of The Janiculum","Ottorino Respighi","0"
"0.39","0.174","2","-14.469","1","0.0373","0.869","0.866","0.112","0.306","129.147","368960","4","Don Giovanni, K.527: Overture","Wolfgang Amadeus Mozart","0"
"0.386","0.124","11","-22.869","0","0.044","0.945","0.917","0.0853","0.319","142.307","443907","4","Music for Strings, Percussion and Celesta, BB 114: II. Allegro","Béla Bartók","17"
"0.0619","0.083","4","-25.543","0","0.0452","0.935","0.651","0.086","0.0261","61.525","774707","4","A Flock Descends Into The Pentagonal Garden","Toru Takemitsu","0"
"0.202","0.0694","3","-23.39","1","0.0473","0.917","0.715","0.0832","0.0655","87.906","995000","4","1812 Festival Overture, Op. 49: 1812 Overture, Op. 49","Pyotr Ilyich Tchaikovsky","19"
"0.188","0.101","6","-21.873","1","0.0442","0.855","0.426","0.0694","0.0355","83.134","855000","4","Winter Fragments pour ensemble instrumental, sons de synthèse et dispositif électronique","Tristan Murail","15"
"0.0596","0.00093","9","-42.959","1","0.0434","0.951","0.969","0.0772","0.0344","71.573","238187","3","Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3 Farben (Colours)","Arnold Schoenberg","20"
"0.133","0.0208","4","-29.443","1","0.0419","0.883","0.505","0.111","0.0591","67.109","314307","4","Serenade For Strings In E, Op.22, B. 52: 1. Moderato","Antonín Dvořák","0"
"0.354","0.0487","5","-24.568","1","0.0323","0.783","0.484","0.284","0.253","64.12","948787","3","Ravel : Bolero","Maurice Ravel","34"
"0.676","0.788","0","-5.757","1","0.0994","0.0462","0","0.173","0.384","113.837","195053","4","Good Together - Recorded At Revolution Studios, Toronto","James Barker Band","51"
"0.613","0.518","2","-7.082","1","0.0359","0.131","0","0.0854","0.176","130.031","268840","4","Never Be The Same - Recorded At Revolution Studios, Toronto","James Barker Band","55"
"0.363","0.559","8","-7.246","1","0.177","0.473","0.0000247","0.178","0.409","84.022","184743","4","Get To You - Recorded at Sound Stage Studios, Nashville","Michael Ray","39"
"0.545","0.59","3","-8.788","1","0.0388","0.653","0.0428","0.127","0.476","140.127","247313","4","Psycho - Recorded at Sound Stage Studios, Nashville","Michael Ray","48"
"0.773","0.556","10","-8.148","1","0.0455","0.546","0.00000207","0.0923","0.335","100.015","259374","4","Man in the Mirror - Recorded at Sound Stage Studios Nashville","Russell Dickerson","48"
"0.627","0.397","5","-10.434","1","0.229","0.463","0","0.137","0.149","92.781","243563","4","I Feel It Coming - Recorded At Sound Stage Nashville","Jillian Jacqueline","37"
"0.6","0.496","5","-9.594","1","0.0247","0.0494","0.0016","0.256","0.516","100.511","232373","4","Tougher Than The Rest - Recorded At Sound Stage Studios Nashville","Midland","47"
"0.388","0.541","9","-8.963","1","0.0365","0.0616","0.000014","0.35","0.193","107.619","342662","4","Need You Now - Live","Lady Antebellum","39"
"0.605","0.345","4","-10.447","1","0.0308","0.387","0","0.806","0.149","120.665","287583","4","Speed Trap Town - Live from Spotify Nyc","Jason Isbell","35"
"0.565","0.4","0","-7.62","1","0.0256","0.128","0.00000124","0.153","0.373","98.973","249080","4","Follow Your Arrow - Live From Spotify House '16","Kacey Musgraves","39"
"0.646","0.862","11","-7.066","1","0.519","0.536","0","0.907","0.516","135.117","245200","4","We Are Tonight - Live From Spotify NYC","Sam Hunt","38"
"0.574","0.638","8","-8.894","1","0.062","0.147","0","0.185","0.695","159.753","202691","4","Blue Tacoma - Recorded at Sound Stage Studios Nashville","Russell Dickerson","48"
"0.664","0.447","0","-8.404","1","0.0341","0.577","0","0.0968","0.431","90.976","228461","4","Delicate - Recorded at The Tracking Room Nashville","Taylor Swift","59"
"0.358","0.831","4","-5.047","1","0.462","0.073","0","0.758","0.536","150.991","262463","4","Sugar (Live from SXSW 2016)","Maren Morris","33"
"0.639","0.492","9","-13.2","0","0.121","0.278","0","0.111","0.473","119.925","207623","4","Attention - Recorded at Woodshed Recording Malibu","Hunter Hayes","45"
"0.588","0.33","0","-14.948","0","0.0934","0.658","0.00000115","0.085","0.231","99.968","206280","4","Whiskey - Recorded at Spotify Studios NYC","Devin Dawson","48"
"0.495","0.577","1","-7.926","1","0.288","0.698","0","0.694","0.46","86.805","255707","4","Come Over - Live From Spotify NYC","Sam Hunt","41"
"0.34","0.53","8","-10.514","1","0.0448","0.296","0.00311","0.129","0.184","73.017","257788","4","Liar Liar - Recorded at Spotify Studios NYC","Aubrie Sellers","32"
"0.668","0.545","0","-8.575","1","0.0296","0.121","0.0000612","0.146","0.586","132.985","255127","4","Castle On The Hill - Recorded at Sound Stage Nashville","Thomas Rhett","54"
"0.471","0.149","4","-12.857","1","0.0313","0.854","0.000317","0.0992","0.197","138.938","234874","4","My Old Man - Recorded at Spotify Studios NYC","Zac Brown Band","44"
"0.767","0.677","5","-4.668","1","0.0332","0.292","0","0.292","0.591","119.954","181000","4","Bad At Love - Recorded at Sound Stage Studios Nashville","Old Dominion","63"
"0.425","0.516","7","-9.646","1","0.123","0.425","0.000214","0.135","0.665","207.399","184773","4","Burn Out - Recorded At Sound Stage Studios Nashville","Midland","42"
"0.595","0.403","9","-8.567","1","0.0274","0.557","0","0.273","0.438","143.85","200516","4","Any Ol' Barstool - Recorded at Spotify Studios NYC","Jason Aldean","33"
"0.592","0.905","7","-4.324","1","0.214","0.553","0","0.735","0.692","80.204","184826","4","Mind Reader - Live from Spotify NYC","Dustin Lynch","0"
"0.668","0.174","10","-8.519","1","0.0399","0.759","0","0.111","0.294","115.143","182069","3","(You Make Me Feel Like) a Natural Woman - Recorded at Spotify Studios NYC","Caitlyn Smith","45"
"0.742","0.363","1","-8.188","1","0.0282","0.671","0.00000143","0.145","0.351","130.921","260863","3","Dive - Recorded At Sound Stage Nashville","Luke Combs","66"
"0.601","0.551","8","-10.756","0","0.0799","0.108","0","0.221","0.319","119.824","182470","4","Dear God - Recorded at Woodshed Recording Malibu","Hunter Hayes","44"
"0.697","0.341","2","-8.913","1","0.0275","0.575","0","0.168","0.283","80.035","267802","4","Versace On the Floor - Recorded at Spotify Studios NYC","Kane Brown","53"
"0.661","0.815","9","-5.048","1","0.0795","0.231","0","0.45","0.511","104.894","247133","4","Drinkin' Problem - Live From Spotify House SXSW 2016","Midland","39"
"0.629","0.741","11","-6.598","1","0.0378","0.0398","0","0.361","0.517","89.994","174973","3","Tequila - Recorded at Sound Stage Studios Nashville","Dan + Shay","54"
"0.753","0.839","4","-5.369","1","0.0388","0.179","0","0.348","0.725","101.976","241456","4","Hotel Key - Recorded at Sound Stage Studios Nashville","Old Dominion","43"
"0.416","0.169","1","-7.451","1","0.0373","0.904","0","0.128","0.243","76.544","225319","4","Before You Called Me Baby - Recorded at Spotify Studios NYC","Caitlyn Smith","37"
"0.7","0.633","7","-7.635","0","0.0334","0.619","0","0.339","0.506","142.015","224987","4","One Number Away - Recorded At Sound Stage Nashville","Luke Combs","51"
"0.579","0.447","11","-10.489","1","0.0686","0.0104","0","0.154","0.157","88.069","185331","4","Reasons - Recorded At Sound Stage Nashville","Jillian Jacqueline","33"
"0.636","0.722","6","-8.409","0","0.0316","0.277","0","0.911","0.547","113.99","236887","4","I Run To You - Live","Lady Antebellum","38"
"0.707","0.657","7","-8.982","1","0.0371","0.381","0","0.104","0.856","129.928","158501","4","Unforgettable - Recorded at Sound Stage Nashville","Thomas Rhett","42"
"0.595","0.542","0","-6.443","1","0.0287","0.0322","0","0.106","0.217","130.05","194480","4","Million Reasons - Recorded at Sound Stage Studios Nashville","Dan + Shay","64"
"0.512","0.536","11","-8.581","1","0.34","0.681","0","0.596","0.634","106.439","269093","5","Cop Car - Live From Spotify NYC","Sam Hunt","35"
"0.576","0.683","2","-5.107","1","0.0784","0.0574","0","0.784","0.39","76.971","272063","4","My Church (Live from SXSW 2016)","Maren Morris","34"
"0.6","0.436","11","-10.499","1","0.0627","0.0126","0","0.166","0.144","88.056","185331","4","Reasons (Recorded At Sound Stage Nashville)","Jillian Jacqueline","33"
"0.668","0.389","4","-10.137","1","0.0576","0.299","0.000022","0.103","0.696","79.976","211663","4","All On Me - Recorded at Spotify Studios NYC","Devin Dawson","48"
"0.551","0.536","1","-6.316","1","0.028","0.704","0","0.0917","0.412","136.934","212764","4","Best Seat","LOCASH","33"
"0.446","0.569","4","-6.999","1","0.0363","0.442","0.000131","0.193","0.435","170.915","174009","3","A Little Pain - Recorded at Sound Stage Nashville","Margo Price","41"
"0.406","0.265","2","-13.705","1","0.0386","0.668","0","0.946","0.308","170.059","233741","4","You Don't Care Enough for Me to Cry (Live from Spotify House SXSW '16)","John Moreland","44"
"0.505","0.571","7","-10.782","1","0.0347","0.0492","0.00000388","0.0605","0.526","158.48","157025","4","Much Too Young (To Feel This Damn Old) - Recorded at Spotify Studios NYC","Jason Aldean","36"
"0.751","0.761","7","-6.608","1","0.0782","0.0943","0","0.296","0.81","133.013","178413","4","Doing It to Country Songs (feat. The Oak Ridge Boys) - Recorded at Sound Stage Nashville","Blake Shelton","43"
"0.629","0.687","5","-7.415","0","0.0666","0.101","0","0.296","0.424","113.192","205986","4","Yours If You Want It - Recorded at Spotify Studios NYC","Rascal Flatts","35"
"0.544","0.539","4","-8.187","1","0.0408","0.523","0.00000525","0.164","0.408","171.58","255553","4","Better Place - Recorded at Spotify Studios NYC","Kane Brown","43"
"0.59","0.877","5","-4.411","0","0.126","0.248","0","0.894","0.926","78.023","212584","4","Where It's At - Live from Spotify NYC","Dustin Lynch","0"
"0.462","0.237","1","-10.02","1","0.0313","0.717","0","0.109","0.155","128.007","287440","3","Cover Me Up - Recorded at Spotify Studios NYC","Zac Brown Band","50"
"0.641","0.444","6","-6.482","1","0.0239","0.412","0.00121","0.179","0.588","107.081","187824","4","September - Recorded at The Tracking Room Nashville","Taylor Swift","68"
"0.728","0.542","0","-8.331","1","0.0562","0.0853","0","0.504","0.67","121.995","238686","4","Casanova - Recorded at Spotify Studios NYC","Rayland Baxter","38"
"0.479","0.403","2","-12.394","1","0.0287","0.0211","0.0992","0.0762","0.917","158.231","149422","4","I Have Met My Love Today - Recorded at RCA Studio A, Nashville","John Prine","40"
"0.594","0.325","8","-10.919","0","0.185","0.828","0.0000797","0.11","0.388","182.63","215013","4","Jumbo - Recorded at Spotify Studios NYC","Punch Brothers","40"
"0.512","0.368","7","-12.328","1","0.0425","0.958","0.0157","0.0613","0.612","181.676","211689","4","Echo - Recorded at Spotify Studios NYC","Mandolin Orange","56"
"0.214","0.349","11","-12.987","0","0.0323","0.8","0.212","0.0745","0.0651","130.291","277113","4","Knights Of Cydonia - Recorded at Spotify Studios NYC","Darlingside","42"
"0.581","0.375","7","-11.591","0","0.0359","0.818","0.00000105","0.109","0.649","89.582","180581","4","I-89 - Recorded At Spotify Studios NYC","I'm With Her","53"
"0.256","0.258","8","-9.137","1","0.0322","0.228","0.0000115","0.172","0.19","173.688","277040","3","Fireworks - Recorded at Spotify Studios Stockholm","First Aid Kit","53"
"0.537","0.512","6","-8.66","1","0.317","0.463","0.0000012","0.0964","0.177","75.828","171172","4","I Said Hi - Recorded at Spotify Studios NYC","Amy Shark","43"
"0.55","0.334","10","-10.73","1","0.0288","0.517","0.000169","0.101","0.143","72.235","307535","4","Such A Simple Thing - Recorded at Sound Stage Studios Nashville","Ray LaMontagne","61"
"0.634","0.433","4","-7.896","1","0.058","0.527","0","0.069","0.247","75.961","244213","4","Beyond - Recorded at Spotify Studios NYC","Leon Bridges","54"
"0.599","0.537","1","-8.211","0","0.035","0.692","0.000652","0.0534","0.504","127.234","210486","4","Let It Happen - Recorded at Spotify Studios NYC","Punch Brothers","46"
"0.471","0.273","1","-10.072","1","0.0324","0.845","0","0.12","0.188","138.683","307173","4","All The Pretty Girls - Recorded at Spotify Studios NYC","Kaleo","66"
"0.542","0.699","1","-5.182","0","0.0602","0.101","0","0.105","0.373","137.729","228171","4","All On My Mind - Recorded at Sound Stage Nashville","Anderson East","36"
"0.556","0.671","7","-10.599","1","0.0368","0.362","0.00000559","0.375","0.892","78.717","192333","4","About a Bruise - Recorded at Spotify Studios NYC","Iron & Wine","36"
"0.488","0.31","0","-10.673","1","0.0308","0.834","0","0.166","0.338","138.893","209027","4","Silver Lining - Recorded at Spotify Studios NYC","Mt. Joy","51"
"0.743","0.5","0","-11.791","1","0.0277","0.401","0.000289","0.116","0.288","98.996","261337","4","Goodpain - Recorded at Spotify Studios NYC","Yoke Lore","49"
"0.35","0.117","0","-11.115","1","0.0307","0.939","0.00000126","0.118","0.0945","143.671","138384","4","Simple Man - Recorded at Spotify Studios NYC","The Head and the Heart","44"
"0.328","0.273","7","-10.296","1","0.0355","0.45","0","0.105","0.27","70.086","259835","4","The Joke - Recorded at Spotify Studios NYC","Brandi Carlile","35"
"0.446","0.569","4","-6.999","1","0.0363","0.442","0.000131","0.193","0.435","170.915","174009","3","A Little Pain - Recorded at Sound Stage Nashville","Margo Price","41"
"0.379","0.194","9","-12.644","1","0.0438","0.901","0.0000119","0.139","0.436","170.097","195851","4","Real Peach - Recorded at Spotify Studios NYC","Henry Jamison","51"
"0.671","0.0934","11","-14.505","1","0.0665","0.839","0.000416","0.117","0.411","129.5","212493","4","God Is A Woman - Recorded At Spotify Studios NYC","Allan Rayman","38"
"0.703","0.616","5","-7.574","1","0.0402","0.117","0.00000155","0.073","0.46","130.63","214410","4","Lay It On Me - Recorded at Spotify Studios NYC","Vance Joy","45"
"0.519","0.24","2","-11.448","1","0.0655","0.935","0.00000167","0.11","0.323","93.478","267494","4","Wild Fire - Recorded at Spotify Studios NYC","Laura Marling","34"
"0.49","0.252","4","-10.484","1","0.0312","0.749","0.00000158","0.362","0.188","135.894","214565","4","Green Lights - Recorded At Spotify Studios NYC","Sarah Jarosz","43"
"0.546","0.299","5","-14.999","1","0.0386","0.668","0.109","0.111","0.789","115.464","235580","4","What I Am - Recorded at Spotify Studios NYC","Iron & Wine","60"
"0.706","0.109","9","-14.592","1","0.0312","0.869","0.0000553","0.298","0.243","103.927","278611","4","Hannah Hunt - Recorded At Spotify Studios NYC","I'm With Her","44"
"0.441","0.585","7","-8.509","1","0.0602","0.0988","0.0000127","0.108","0.308","136.146","233750","4","Salutations - Recorded at Spotify Studios NYC","Conor Oberst","34"
"0.462","0.237","1","-10.02","1","0.0313","0.717","0","0.109","0.155","128.007","287440","3","Cover Me Up - Recorded at Spotify Studios NYC","Zac Brown Band","50"
"0.523","0.403","0","-10.395","0","0.0276","0.037","0","0.23","0.0984","108.976","236493","4","Running Up That Hill - Recorded at Spotify Studios Stockholm","First Aid Kit","58"
"0.68","0.382","3","-11.088","1","0.0384","0.223","0.00000287","0.122","0.554","118.083","136121","3","Blue Canadian Rockies - Recorded at Sound Stage Studios Nashville","Ray LaMontagne","41"
"0.545","0.506","9","-7.398","0","0.0311","0.731","0","0.274","0.484","100.637","321097","1","El Paso - Recorded at Spotify Studios NYC","Shovels & Rope","38"
"0.57","0.157","1","-12.813","1","0.0379","0.956","0.0000689","0.11","0.515","123.276","176959","4","Life Is Confusing - Recorded at Sound Stage Studios Nashville","Langhorne Slim","46"
"0.496","0.752","9","-5.112","1","0.0583","0.558","0.0166","0.0334","0.583","156.385","215237","4","Tonight I'll Be Staying Here With You - Recorded at Spotify Studios NYC","Whitney","41"
"0.532","0.317","0","-10.693","1","0.0309","0.909","0.0277","0.11","0.28","140.671","193672","3","Amsterdam - Recorded at Spotify Studios NYC","Mandolin Orange","65"
"0.46","0.825","0","-5.203","1","0.031","0.0695","0.0000152","0.337","0.443","100.137","228587","4","All We Ever Knew - Recorded at Spotify Studios NYC","The Head and the Heart","52"
"0.51","0.46","5","-8.536","1","0.0733","0.165","0.0000104","0.0798","0.136","131.192","272286","4","Southern State - Recorded at Spotify Studios NYC","Conor Oberst","36"
"0.539","0.429","7","-9.788","1","0.0301","0.799","0.0000235","0.833","0.521","137.694","197328","4","Be Kind To Me - Recorded at Sound Stage Studios Nashville","Langhorne Slim","54"
"0.621","0.308","8","-11.028","1","0.0348","0.776","0","0.177","0.487","108.06","237618","4","Bike Dream - Recorded at Spotify Studios NYC","Rostam","36"
"0.746","0.252","2","-9.74","0","0.0372","0.734","0.133","0.118","0.145","105.218","199794","4","Prisoner - Recorded At Spotify Studios NYC","Ryan Adams","31"
"0.422","0.272","1","-10.401","1","0.034","0.829","0.0000822","0.0825","0.205","80.593","149608","3","Stanley Park - Recorded at Spotify Studios NYC","Aoife O'Donovan","47"
"0.608","0.112","9","-14.831","1","0.0336","0.915","0.0000728","0.114","0.325","95.115","164509","4","Kathy’s Song - Recorded at Spotify Studios NYC","Laura Marling","40"
"0.675","0.368","0","-14.072","0","0.0374","0.826","0.0016","0.136","0.176","106.001","190393","4","Truly Madly Deeply - Recorded at Spotify Studios NYC","Yoke Lore","65"
"0.776","0.335","9","-10.152","1","0.0614","0.638","0.000126","0.15","0.54","127.754","280828","4","When Doves Cry - Recorded At Spotify Studios NYC","Sarah Jarosz","61"
"0.601","0.325","10","-13.193","1","0.0285","0.583","0.000559","0.0902","0.267","73.078","240483","4","The Only Living Boy in New York - Recorded at Spotify Studios NYC","Kishi Bashi","46"
"0.656","0.465","0","-6.06","1","0.0351","0.446","0","0.0753","0.466","119.585","209650","4","I Know - Recorded at Spotify Studios NYC","Shovels & Rope","29"
